name,brand,image_url,gender,notes,season_tags,time_tags,brand_tag,activity,weather,desired_impression,emotion_cluster
No. 5 Frenesie Eau de Parfum,Thomas Kosmala,https://static.luckyscent.com/images/products/82004.jpg?width=400&404=product.png,women,"amber, bergamot, gardenia, incense, magnolia, musk, osmanthus, oud, peony, rose, saffron",summer,day,Thomas Kosmala,date,cold,"confident, mysterious",0
No. 6 Brume Radieuse Eau de Parfum,Thomas Kosmala,https://static.luckyscent.com/images/products/82005.jpg?width=400&404=product.png,women,"amber, blackcurrant, coconut, jasmine, oud, patchouli, peach, rose",summer,night,Thomas Kosmala,date,cold,"confident, mysterious",5
No. 7 Le Sel de la Terre Eau de Parfum,Thomas Kosmala,https://static.luckyscent.com/images/products/82006.jpg?width=400&404=product.png,women,"aqua, bergamot, fresh floral, fresh marine notes, fresh wood, italian lemon, musk",spring,day,Thomas Kosmala,date,hot,"confident, mysterious",1
No. 8 Tonic Vert Eau de Parfum,Thomas Kosmala,https://static.luckyscent.com/images/products/82007.jpg?width=400&404=product.png,women,"bergamot, geranium, lemon, lime, mandarin, mint, musk, oakmoss, pomelo, vetiver",spring,day,Thomas Kosmala,date,hot,"confident, mysterious",2
No. 9 Bukhoor Elixir de Parfum,Thomas Kosmala,https://static.luckyscent.com/images/products/82008.jpg?width=400&404=product.png,unisex,"agarwood, amber, musk, smoky accords, woody accords",fall,night,Thomas Kosmala,date,cold,"confident, mysterious",1
Beaute du Diable Eau de Parfum,Liquides Imaginaires,https://static.luckyscent.com/images/products/73218.jpg?width=400&404=product.png,unisex,"absinthe, bitter orange, carnation, cistus, clove, cobblestone accord, coriander, cypress, gaiac, geranium, gin accord, lemon, vetiver, ylang ylang",summer,day,Liquides Imaginaires,work,any,"elegant, friendly",2
Oud Monarch Extrait de Parfum,Bortnikoff,https://static.luckyscent.com/images/products/804006.jpg?width=400&404=product.png,unisex,"cacao, castoreum, cinnamon, civet, frangipani, himalayan rose, labdanum, magnolia, oud co chang, oud merauke, rose, tobacco, vanilla",summer,night,Bortnikoff,date,cold,"confident, mysterious",3
Amber Cologne Eau de Parfum,Bortnikoff,https://static.luckyscent.com/images/products/804007.jpg?width=400&404=product.png,unisex,"bergamot, bouya oud, cardamom, frangipani, grey and brown ambergris, jasmine, lemon, oud from sri lanka, sandalwood, sweet orange, vanilla, virginia cedarwood, white and pink grapefruit",summer,day,Bortnikoff,date,cold,"confident, mysterious",3
Musk Khabib Extrait de Parfum,Bortnikoff,https://static.luckyscent.com/images/products/804008.jpg?width=400&404=product.png,unisex,"amber, bergamot, cardamom, cedar, deer musk, nutmeg, oakmoss, tolu balsam, tonka bean, vanilla, vetiver, ylangylang",fall,day,Bortnikoff,date,cold,"confident, mysterious",2
Sensual Instinct Eau de Parfum,Montale,https://static.luckyscent.com/images/products/354009.jpg?width=400&404=product.png,women,"amberwood, bergamot, cacao, cardamom, cedar, coffee, jasmine, mandarin, musk, oakmoss, patchouli leaves, rose, saffron, tiramisu, vanilla, whisky",summer,day,Montale,date,cold,"confident, mysterious",4
Vetiver Patchouli Eau de Parfum,Montale,https://static.luckyscent.com/images/products/354010.jpg?width=400&404=product.png,women,"bergamot, carrot, jasmine, mandarin, musk, patchouli, pink pepper, vetiver",summer,day,Montale,date,hot,"confident, mysterious",2
Oud Dream Eau de Parfum,Montale,https://static.luckyscent.com/images/products/354011.jpg?width=400&404=product.png,women,"amber, bergamot, black pepper, cardamom, cedar, coriander, leather, musk, oud, patchouli, rose, sweet honey",summer,day,Montale,date,cold,"confident, mysterious",4
Holy Water Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81603.jpg?width=400&404=product.png,women,"frankincense, orange, orange blossom, rose, sandalwood",summer,night,La Via Del Profumo,date,any,"confident, fresh",3
Mecca Balsam Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81604.jpg?width=400&404=product.png,men,"agarwood, benzoin, incense, indian tuberose, labdanum, rose, tobacco, tonka bean",summer,night,La Via Del Profumo,date,cold,"confident, mysterious",1
Milano Caffe Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81605.jpg?width=400&404=product.png,men,"amber, cappuccino, chocolate, coffee, iris, opoponax, spicy notes, tonka bean, woody notes",fall,night,La Via Del Profumo,date,cold,"confident, mysterious",1
Oakmoss Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81606.jpg?width=400&404=product.png,men,"oakmoss, sandalwood, vetiver",fall,night,La Via Del Profumo,work,rainy,"confident, fresh",2
Oud Caravan No. 1 Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81608.jpg?width=400&404=product.png,men,"camphor, natural aged oud oil, patchouli",winter,night,La Via Del Profumo,date,any,"confident, mysterious",5
Oud Caravan No. 2 Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81609.jpg?width=400&404=product.png,men,"laotian oud oil, natural aged, white flowers, wild bengali oud oil",winter,night,La Via Del Profumo,date,any,"confident, mysterious",1
Oud Caravan No. 3 Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81610.jpg?width=400&404=product.png,men,"dates, labdanum, natural aged wild bengali oud oil",winter,night,La Via Del Profumo,date,any,"confident, mysterious",1
Amber Chocolate Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81600.jpg?width=400&404=product.png,women,"chocolate, tonka bean, vanilla",fall,night,La Via Del Profumo,casual,cold,"confident, mysterious",3
Hindu Kush Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81601.jpg?width=400&404=product.png,unisex,"caraway, ginger, incense, nutmeg, pepper, spice, woody notes",winter,night,La Via Del Profumo,date,any,"confident, fresh",1
Aenotus Parfum Extrait,Puredistance,https://static.luckyscent.com/images/products/53022.jpg?width=400&404=product.png,women,"blackcurrant bud, lemon, mandarin, mint, musks, oakmoss, orange, patchouli, petitgrain, yuzu",spring,day,Puredistance,date,hot,"confident, mysterious",5
Tabac Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81607.jpg?width=400&404=product.png,men,"labdanum, resins, spicy notes, tobacco, tonka bean, vanilla",fall,night,La Via Del Profumo,casual,cold,"confident, mysterious",3
Molecule 03 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30808.jpg?width=400&404=product.png,women,,summer,day,Escentric Molecules,casual,any,"confident, fresh",1
Escentric 03 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30809.jpg?width=400&404=product.png,women,,summer,day,Escentric Molecules,casual,any,"confident, mysterious",1
Isle of Man Eau de Parfum,Frapin,https://static.luckyscent.com/images/products/22619.jpg?width=400&404=product.png,women,"basil, bitter orange, freesia, grapefruit, ironwood, musk, salt accord, vetiver, violet",winter,night,Frapin,date,hot,"confident, mysterious",2
Desert Suave Eau de Parfum,Liquides Imaginaires,https://static.luckyscent.com/images/products/73217.jpg?width=400&404=product.png,unisex,"cardamom, cedar, date, mandarin, orange blossom, rose, sesame",summer,day,Liquides Imaginaires,work,any,"confident, fresh",1
Functional Fragrance,The Nue Co.,https://static.luckyscent.com/images/products/81900.jpg?width=400&404=product.png,unisex,"cilantro, green cardamom, iris, palo santo",spring,day,The Nue Co.,casual,any,"confident, fresh",1
Lust In Paradise Eau de Parfum,Ex Nihilo,https://static.luckyscent.com/images/products/72054.jpg?width=400&404=product.png,women,"amber, lychee, musk, pink pepper, white cedar, white peony",fall,night,Ex Nihilo,date,cold,"confident, mysterious",0
Hisui (Jade) Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814012.jpg?width=400&404=product.png,unisex,"amber, bergamot, cassis, jasmine, lemon, mandarin, muguet, musk, oakmoss, orange flower, patchouli, sandalwood, tuberose, ylang ylang",summer,day,J-Scent,date,cold,"confident, mysterious",4
Shaft of Light Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814013.jpg?width=400&404=product.png,unisex,"amber, bergamot, gardenia, grapefruit, jasmine, lemon, lily, magnolia, muguet, musk, oakmoss, orange flower, patchouli, rose, sandalwood, vanilla",summer,day,J-Scent,date,cold,"confident, mysterious",4
Usubeni (Rosy Cheeks) Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814014.jpg?width=400&404=product.png,women,"apricot, carnation, gardenia, jasmine, leaf green, lily, mandarin, musk, orange flower, osmanthus, peach, sadalwood, ylang ylang",spring,day,J-Scent,date,any,"confident, mysterious",0
Black Leather Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814015.jpg?width=400&404=product.png,unisex,"amber, bergamot, jasmine, leather, musk, oakmoss, tobacco, vanilla",summer,day,J-Scent,date,cold,"confident, mysterious",0
Yuzu Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814007.jpg?width=400&404=product.png,women,"bergamot, grapefruit, lemon, lime, mandarin, orange, rose, thyme, yuzu",spring,day,J-Scent,casual,hot,"confident, fresh",1
Sumo Wrestler Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814008.jpg?width=400&404=product.png,women,"anise, cinnamon, eucalyptus, heliotrope, jasmine, labdanum, orange, orange flower, patchouli, sandalwood, violet",summer,day,J-Scent,casual,cold,"confident, mysterious",5
Yawahada (Soft Skin) Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814009.jpg?width=400&404=product.png,unisex,"amber, green note, jasmine, milk, musk, pear, rice powder, rose, sandalwood",spring,day,J-Scent,date,cold,"confident, mysterious",0
Honey & Lemon Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814010.jpg?width=400&404=product.png,women,"honey note, jasmine, lemon, musk, orange, peach, rose, sandalwood",summer,night,J-Scent,date,any,"confident, mysterious",4
Roasted Green Tea Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814000.jpg?width=400&404=product.png,unisex,"cedar, clover, coconut, iris, jasmine, mint, peanut, vanilla, winter green",spring,day,J-Scent,casual,cold,"confident, mysterious",3
Agarwood Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814001.jpg?width=400&404=product.png,unisex,"amber, cedar, cinnamon, musk, orange peel, patchouli, sandalwood, vetiver",fall,night,J-Scent,date,cold,"confident, mysterious",4
Rakugan (Sugar Sweets) Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814002.jpg?width=400&404=product.png,unisex,"apple, apricot, benzoin, cedar wood, iris, maple, peach, rose, strawberry, tonka beans, vanilla",summer,night,J-Scent,work,cold,"confident, mysterious",3
Hanamizake (Cherry Blossom Sake) Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814003.jpg?width=400&404=product.png,unisex,"apple, cedar, cherry blossom, ginjoka, green note, muguet, musk, pear, raspberry, rose",spring,day,J-Scent,date,any,"confident, mysterious",1
Paper Soap Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814004.jpg?width=400&404=product.png,women,"aldehyde, geranium, jasmine, lavender, muguet, musk, rose",summer,night,J-Scent,date,any,"confident, mysterious",0
Hydrangea Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814005.jpg?width=400&404=product.png,unisex,"cedar, hyacinth, iris, jasmine, leaf green, muguet, musk, rose, violet",spring,day,J-Scent,date,any,"confident, mysterious",0
Elixir Pour Femme Extrait de Parfum,Roja Parfums,https://static.luckyscent.com/images/products/74852.jpg?width=400&404=product.png,unisex,"ambrette, bergamot, cashmere wood, cedar, cinnamon, geranium, heliotrope, jasmine, lily of the valley, musk, orris, peach, raspberry, rose, sandalwood, vanilla, violet, violet leaf, ylang ylang",summer,day,Roja Parfums,date,cold,"confident, mysterious",4
Cuir Mauresque Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36140.jpg?width=400&404=product.png,women,"aloe wood, amber, burnt styrax, cedar, cinnamon, civet, clove, cumin, incense, mandarin peel, musk, myrrh, nutmeg, orange blossom",fall,night,Serge Lutens,date,cold,"confident, mysterious",1
Chene Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36129.jpg?width=400&404=product.png,men,"beeswax, black thyme, cedar crystals, immortelle, oak, rum absolute and tonka bean, silver birch, wood sap",summer,night,Serge Lutens,work,cold,"confident, mysterious",1
Fumerie Turque Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36130.jpg?width=400&404=product.png,women,"balkan tobacco, beeswax, candied turkish rose, corinthian raisins, egyptian jasmine, juniper tar oil, patchouli, peru balsam, smoked leather, styrax, tonka bean, white honey",summer,night,Serge Lutens,date,cold,"confident, mysterious",5
Muscs Koublai Khan Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36136.jpg?width=400&404=product.png,women,"ambrette seeds, grey amber, labdanum rockrose, patchouli, pure moroccan rose, roots of costus, vanilla, vegetal musk",summer,night,Serge Lutens,date,cold,"confident, mysterious",5
Tubereuse Criminelle Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36151.jpg?width=400&404=product.png,women,"clove, hyacinth, jasmine, musk, nutmeg, orange blossom, styrax, tuberose, vanilla",summer,night,Serge Lutens,date,cold,"confident, mysterious",0
Serge Noire Eau de Parfum - ...,Serge Lutens,https://static.luckyscent.com/images/products/36122.jpg?width=400&404=product.png,men,"amber and black woods, cinnamon, patchouli",fall,night,Serge Lutens,date,cold,"confident, mysterious",5
Louve Eau de Parfum - ...,Serge Lutens,https://static.luckyscent.com/images/products/36120.jpg?width=400&404=product.png,women,"almond, amber, fruity notes, jasmine petals, musk and vanilla powder, rose petals",summer,night,Serge Lutens,date,cold,"confident, mysterious",1
De Profundis Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36159.jpg?width=400&404=product.png,women,"ash, chrysanthemum, earthy notes, green notes, musk, violets",spring,day,Serge Lutens,date,any,"confident, mysterious",1
Molecule 04 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30850.jpg?width=400&404=product.png,women,,summer,day,Escentric Molecules,casual,any,"confident, fresh",1
Escentric 04 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30851.jpg?width=400&404=product.png,women,,summer,day,Escentric Molecules,casual,any,"confident, fresh",1
Sorong Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34555.jpg?width=400&404=product.png,unisex,"amber, animalic musks, blackcurrant, citrus, kyara, olibanum, saffron",spring,day,"Pierre Guillaume Paris, Parfumerie Generale",date,cold,"confident, mysterious",1
