name,brand,image_url,gender,notes,emotion_tags,season_tags,time_tags,brand_tag
Amber Cologne Eau de Parfum,Bortnikoff,https://static.luckyscent.com/images/products/804007.jpg?width=400&404=product.png,unisex," Bergamot, Lemon, White and Pink Grapefruit, Sweet Orange, Cardamom, Frangipani, Jasmine Sambac, Virginia Cedarwood, Sandalwood, Grey and Brown Ambergris, Oud from Sri Lanka, Bouya Oud, Vanilla",sensual,summer,day,Bortnikoff
Musk Khabib Extrait de Parfum,Bortnikoff,https://static.luckyscent.com/images/products/804008.jpg?width=400&404=product.png,unisex," Bergamot, Cardamom, Nutmeg, Ylang-Ylang, Cedarwood, Tolu Balsam, Ambergris, Deer Musk, Oakmoss, Vetiver, Tonka Bean, Vanilla",sensual,fall,day,Bortnikoff
Sensual Instinct Eau de Parfum,Montale,https://static.luckyscent.com/images/products/354009.jpg?width=400&404=product.png,women," Bergamot, mandarin, cardamom, saffron, whisky, amberwood, jasmine, rose, tiramisu, patchouli leaves, cacao, coffee, vanilla, oakmoss, cedarwood, white musk",sensual,summer,day,Montale
Vetiver Patchouli Eau de Parfum,Montale,https://static.luckyscent.com/images/products/354010.jpg?width=400&404=product.png,women," Bergamot, mandarin, pink pepper, carrot, jasmine, patchouli, vetiver, white musk",sensual,summer,day,Montale
Oud Dream Eau de Parfum,Montale,https://static.luckyscent.com/images/products/354011.jpg?width=400&404=product.png,women," Bergamot, cardamom, coriander, black pepper, sweet honey, rose, oud, patchouli, cedar, leather, amber, musk",sensual,summer,day,Montale
Holy Water Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81603.jpg?width=400&404=product.png,women," frankincense, sandalwood, orange, orange blossom, rose",energetic,summer,night,La Via Del Profumo
Mecca Balsam Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81604.jpg?width=400&404=product.png,men," Indian tuberose, tobacco, rose, benzoin, agarwood, incense, labdanum, tonka bean",sensual,summer,night,La Via Del Profumo
Milano Caffe Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81605.jpg?width=400&404=product.png,men," coffee, cappuccino, chocolate, iris, woody notes, spicy notes, opoponax, tonka bean, amber",sensual,fall,night,La Via Del Profumo
Oakmoss Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81606.jpg?width=400&404=product.png,men," vetiver, sandalwood, oakmoss",energetic,fall,night,La Via Del Profumo
Oud Caravan No. 1 Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81608.jpg?width=400&404=product.png,men," natural aged oud oil, camphor, patchouli",sensual,winter,night,La Via Del Profumo
Oud Caravan No. 2 Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81609.jpg?width=400&404=product.png,men," natural aged, wild Bengali oud oil, white flowers, Laotian oud oil",sensual,winter,night,La Via Del Profumo
Oud Caravan No. 3 Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81610.jpg?width=400&404=product.png,men," Natural aged wild Bengali oud oil, dates, labdanum",sensual,winter,night,La Via Del Profumo
Amber Chocolate Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81600.jpg?width=400&404=product.png,women," chocolate, tonka bean, vanilla",sensual,fall,night,La Via Del Profumo
Hindu Kush Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81601.jpg?width=400&404=product.png,unisex," spice, woody notes, incense, ginger, caraway, nutmeg, pepper",energetic,winter,night,La Via Del Profumo
Aenotus Parfum Extrait,Puredistance,https://static.luckyscent.com/images/products/53022.jpg?width=400&404=product.png,women," Orange, mandarin, lemon, yuzu, mint, blackcurrant bud, petitgrain, oakmoss, patchouli, musks",sensual,spring,day,Puredistance
Tabac Eau de Parfum,La Via Del Profumo,https://static.luckyscent.com/images/products/81607.jpg?width=400&404=product.png,men," tobacco, vanilla, tonka bean, labdanum, spicy notes, resins",sensual,fall,night,La Via Del Profumo
Molecule 03 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30808.jpg?width=400&404=product.png,women,,energetic,summer,day,Escentric Molecules
Escentric 03 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30809.jpg?width=400&404=product.png,women,,sensual,summer,day,Escentric Molecules
Isle of Man Eau de Parfum,Frapin,https://static.luckyscent.com/images/products/22619.jpg?width=400&404=product.png,women," Grapefruit, bitter orange, basil, salt accord, freesia, violet, ironwood, vetiver, musk",sensual,winter,night,Frapin
Desert Suave Eau de Parfum,Liquides Imaginaires,https://static.luckyscent.com/images/products/73217.jpg?width=400&404=product.png,unisex," Cardamom, mandarin, orange blossom, rose, date, sesame, cedar",energetic,summer,day,Liquides Imaginaires
Functional Fragrance,The Nue Co.,https://static.luckyscent.com/images/products/81900.jpg?width=400&404=product.png,unisex," Green cardamom, iris, cilantro, palo santo",energetic,spring,day,The Nue Co.
Lust In Paradise Eau de Parfum,Ex Nihilo,https://static.luckyscent.com/images/products/72054.jpg?width=400&404=product.png,women," Pink pepper, white peony, lychee, white cedar, musk, amber",sensual,fall,night,Ex Nihilo
Hisui (Jade) Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814012.jpg?width=400&404=product.png,unisex," Bergamot, Lemon, Mandarin, Cassis, Tuberose, Jasmine, Muguet, Ylang Ylang, Orange Flower, Musk, Amber, Sandalwood, Patchouli, Oakmoss",sensual,summer,day,J-Scent
Shaft of Light Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814013.jpg?width=400&404=product.png,unisex," Bergamot, Lemon, Grapefruit, Orange Flower, Rose, Jasmine, Muguet, Lily, Magnolia, Gardenia, Musk, Amber, Sandalwood, Patchouli, Vanilla, Oakmoss",sensual,summer,day,J-Scent
Usubeni (Rosy Cheeks) Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814014.jpg?width=400&404=product.png,women," Mandarin, Leaf Green, Apricot, Ylang Ylang, Lily, Carnation, Gardenia, Orange Flower, Osmanthus, Jasmine, Musk, Sadalwood, Peach",sensual,spring,day,J-Scent
Black Leather Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814015.jpg?width=400&404=product.png,unisex," Leather, Bergamot, Tobacco, Jasmine, Oakmoss, Amber, Musk, Vanilla",sensual,summer,day,J-Scent
Yuzu Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814007.jpg?width=400&404=product.png,women," Lemon, Bergamot, Orange, Thyme, Grapefruit, Lime, Yuzu, Rose, Mandarin",energetic,spring,day,J-Scent
Sumo Wrestler Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814008.jpg?width=400&404=product.png,women," Orange, Eucalyptus, Anise, Cinnamon, Heliotrope, Violet, Orange Flower, Labdanum, Sandalwood, Patchouli, Jasmine",sensual,summer,day,J-Scent
Yawahada (Soft Skin) Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814009.jpg?width=400&404=product.png,unisex," Pear, Green Note, Milk, Rice Powder, Rose, Jasmine, Musk, Sandalwood, Amber",sensual,spring,day,J-Scent
Honey & Lemon Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814010.jpg?width=400&404=product.png,women," Lemon, Orange, Peach, Rose, Jasmine, Musk, Sandalwood, Honey Note",sensual,summer,night,J-Scent
Roasted Green Tea Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814000.jpg?width=400&404=product.png,unisex," Coconut, Peanut, Jasmine, Mint, Winter Green, Iris, Cedarwood, Vanilla, Clover",sensual,spring,day,J-Scent
Agarwood Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814001.jpg?width=400&404=product.png,unisex," Orange Peel, Cinnamon, Cedarwood, Vetiver, Sandalwood, Amber, Musk, Patchouli",sensual,fall,night,J-Scent
Rakugan (Sugar Sweets) Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814002.jpg?width=400&404=product.png,unisex," Apricot, Apple, Strawberry, Maple, Rose, Benzoin, Peach, Vanilla, Tonka Beans, Cedar Wood, Iris",sensual,summer,night,J-Scent
Hanamizake (Cherry Blossom Sake) Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814003.jpg?width=400&404=product.png,unisex," Ginjo-ka, Pear, Apple, Raspberry, Green Note, Cherry Blossom, Rose, Muguet, Musk, Cedarwood",sensual,spring,day,J-Scent
Paper Soap Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814004.jpg?width=400&404=product.png,women," Aldehyde, Rose, Geranium, Muguet, Lavender, Musk, Jasmine",sensual,summer,night,J-Scent
Hydrangea Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814005.jpg?width=400&404=product.png,unisex," Violet, Leaf Green, Hyacinth, Jasmine, Rose, Iris, Muguet, Cedarwood, Musk",sensual,spring,day,J-Scent
Elixir Pour Femme Extrait de Parfum,Roja Parfums,https://static.luckyscent.com/images/products/74852.jpg?width=400&404=product.png,unisex," Bergamot, lily of the valley, geranium, rose de mai, jasmine, ylang ylang, heliotrope, violet, raspberry, peach, violet leaf, cinnamon, cedar, cashmere wood, sandalwood, vanilla, orris, cedar, ambrette, musk",sensual,summer,day,Roja Parfums
Cuir Mauresque Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36140.jpg?width=400&404=product.png,women," amber, myrrh, burnt styrax, incense, cinnamon, aloe wood, cedar, civet, nutmeg, clove, cumin, musk, mandarin peel, orange blossom",sensual,fall,night,Serge Lutens
Chene Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36129.jpg?width=400&404=product.png,men," cedar crystals, wood sap, black thyme, oak, immortelle, beeswax, silver birch, rum absolute and tonka bean",sensual,summer,night,Serge Lutens
Fumerie Turque Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36130.jpg?width=400&404=product.png,women," Corinthian raisins, white honey, candied Turkish rose, Egyptian jasmine, smoked leather, beeswax, Balkan tobacco, Peru Balsam, patchouli, tonka bean, styrax, juniper tar oil.",sensual,summer,night,Serge Lutens
Muscs Koublai Khan Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36136.jpg?width=400&404=product.png,women," Vegetal Musk, Roots of Costus, Labdanum Rockrose, Grey Amber, Vanilla, Patchouli, Ambrette Seeds, pure Moroccan Rose",sensual,summer,night,Serge Lutens
Tubereuse Criminelle Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36151.jpg?width=400&404=product.png,women," tuberose, jasmine, orange blossom, hyacinth, nutmeg, clove, styrax, musk, vanilla.",sensual,summer,night,Serge Lutens
Serge Noire Eau de Parfum - ...,Serge Lutens,https://static.luckyscent.com/images/products/36122.jpg?width=400&404=product.png,men," patchouli, cinnamon, amber and black woods",sensual,fall,night,Serge Lutens
Louve Eau de Parfum - ...,Serge Lutens,https://static.luckyscent.com/images/products/36120.jpg?width=400&404=product.png,women," Almond, rose petals, fruity notes, jasmine petals, amber, musk and vanilla powder.",sensual,summer,night,Serge Lutens
De Profundis Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36159.jpg?width=400&404=product.png,women," Chrysanthemum, violets, green notes, earthy notes, ash, musk",sensual,spring,day,Serge Lutens
Molecule 04 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30850.jpg?width=400&404=product.png,women,,energetic,summer,day,Escentric Molecules
Escentric 04 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30851.jpg?width=400&404=product.png,women,,energetic,summer,day,Escentric Molecules
Sorong Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",https://static.luckyscent.com/images/products/34555.jpg?width=400&404=product.png,unisex," Citrus, saffron, blackcurrant, kyara, olibanum, amber, animalic musks",sensual,spring,day,"Pierre Guillaume Paris, Parfumerie Generale"
Chronic Eau de Parfum,19-69,https://static.luckyscent.com/images/products/812006.jpg?width=400&404=product.png,women," Petitgrain, bitter orange, bitter grapefruit, Russian clary sage, Virginian cedarwood, cannabis accord, amber, patchouli, vetiver, cashmere wood, moss, musk",sensual,fall,night,19-69
Capri Eau de Parfum,19-69,https://static.luckyscent.com/images/products/812001.jpg?width=400&404=product.png,women," Mandora, Bitter Orange, Sweet Orange, Chamomile, Cardamom, Pink Pepper, Sichuan Pepper, Juniper Berries, Mandarine Oil, Mandarine Leaves Oil, Grapefruit, Galbanum, Jasmine, Osmanthus, Ylang Ylang, Orris, Ambroxan, Angelica Seeds, White Musk",sensual,summer,night,19-69
Chinese Tobacco Eau de Parfum,19-69,https://static.luckyscent.com/images/products/812002.jpg?width=400&404=product.png,women," Bergamot, Tobacco, Red Pepper, Lemon, Ginger, Coriander, Incense, Cedarwood, Vanilla, Tar, Oud, Vetiver",sensual,fall,day,19-69
Kasbah Eau de Parfum,19-69,https://static.luckyscent.com/images/products/812003.jpg?width=400&404=product.png,women," Sweet Orange, Lime, White Honey, Geranium, Amber, Patchouli, Vanilla, Tonka Beans, Guaiac Wood, Leather Accord, Sandalwood",sensual,fall,night,19-69
Rainbow Bar Eau de Parfum,19-69,https://static.luckyscent.com/images/products/812004.jpg?width=400&404=product.png,men," Davana, Bergamot, Cypress, Wormwood, Cardamom, Marine accord, Basil, Elemi, Artemisia, Grape Seed, Bourbon, Nutmeg, Vetyver, Clove, Guaiac Wood, Cedarwood, Pimento Seeds",sensual,spring,day,19-69
L'air Barbes Eau de Parfum,19-69,https://static.luckyscent.com/images/products/812005.jpg?width=400&404=product.png,women," Aldehydes, Fresh Lemon, Bergamot, Concrete, Ylang Ylang, Tuberose, Ambroxan, Orris, Cumin Seeds, Ink, Leather, Dry Woods, White Musk",sensual,summer,day,19-69
Gris Clair Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36119.jpg?width=400&404=product.png,men," lavender, amber, tonka bean, iris, dry wood, incense",sensual,summer,night,Serge Lutens
Fleurs de Citronnier Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36105.jpg?width=400&404=product.png,women," Lemon blossom, neroli, tuberose, musk",sensual,summer,night,Serge Lutens
L'Homme Aux Gants Eau de Parfum,Parfums MDCI,https://static.luckyscent.com/images/products/36522.jpg?width=400&404=product.png,unisex," Nutmeg, cypriol, hedione, oud, cedar, patchouli, gaiac, gurjum, tonka bean, benzoin, vanilla, musks",sensual,fall,night,Parfums MDCI
Bleu Satin Eau de Parfum,Parfums MDCI,https://static.luckyscent.com/images/products/36523.jpg?width=400&404=product.png,unisex," Bergamot, lemon, green notes, jasmine, cassis, watermelon, saffron, leather, woody notes",sensual,spring,day,Parfums MDCI
Cuir Cavalier Eau de Parfum,Parfums MDCI,https://static.luckyscent.com/images/products/36524.jpg?width=400&404=product.png,unisex," Italian red tangerine, saffron, rose, iris, cypriol, white honey, oud, soft leather, cedar, tonka bean, vanilla, musks",sensual,summer,night,Parfums MDCI
Chameleon Eau de Parfum,Zoologist,https://static.luckyscent.com/images/products/76023.jpg?width=400&404=product.png,unisex," Bergamot, Lemon, Madagascar Ylang Ylang, Mango, Pink Pepper, Star Fruit, Violet Leaves, Cashmeran, Clove, Coconut, Frangipani, Jasmine, Saffron, Salty Skin Accord, Sea Breeze, Amber, Woods, Musks, Opoponax, Patchouli, Sandalwood, Vanilla, Vetiver",sensual,summer,day,Zoologist
